date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:09:37	161213/161213	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:08:58%20GMT	https://www.falker.com.br/es	F:/falker/Falker/www.falker.com.br/es.html	(from )
00:09:37	24/24	---M--	200	added ('OK')	text/plain	etag:%2218-62fea368-dab6a3d655240491;;;%22	https://www.falker.com.br/robots.txt		(from )
00:09:38	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2026%20Mar%202026%2006:08:59%20GMT	https://www.googletagmanager.com/gtm.js?id=	F:/falker/Falker/www.googletagmanager.com/gtm.15445.delayed	(from https://www.falker.com.br/es)
00:09:38	508648/508648	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2026%20Mar%202026%2006:08:59%20GMT	https://www.falker.com.br/0i2r/	F:/falker/Falker/www.falker.com.br/0i2r/index.html	(from https://www.falker.com.br/es)
00:09:38	196005/196005	---MCZ	200	added ('OK')	text/css	etag:W/%222fda5-6883c36c-b51c3559638bda60;br%22	https://www.falker.com.br/css/bootstrap.css	F:/falker/Falker/www.falker.com.br/css/bootstrap.css	(from https://www.falker.com.br/es)
00:09:38	358814/358814	---MCZ	200	added ('OK')	text/css	etag:W/%225799e-6932c031-6f9480d492002ac4;br%22	https://www.falker.com.br/css/style.css	F:/falker/Falker/www.falker.com.br/css/style.css	(from https://www.falker.com.br/es)
00:09:38	13934/13934	---MCZ	200	added ('OK')	text/css	etag:W/%22366e-62fea362-f3a3728682c07f66;br%22	https://www.falker.com.br/css/swiper.css	F:/falker/Falker/www.falker.com.br/css/swiper.css	(from https://www.falker.com.br/es)
00:09:39	48718/48718	---MCZ	200	added ('OK')	text/css	etag:W/%22be4e-62fea362-33bcfbe57d85b18d;br%22	https://www.falker.com.br/css/dark.css	F:/falker/Falker/www.falker.com.br/css/dark.css	(from https://www.falker.com.br/es)
00:09:39	123220/123220	---MCZ	200	added ('OK')	text/css	etag:W/%221e154-62fea362-7421bce3ebf90a0a;br%22	https://www.falker.com.br/css/font-icons.css	F:/falker/Falker/www.falker.com.br/css/font-icons.css	(from https://www.falker.com.br/es)
00:09:39	89704/89704	---MCZ	200	added ('OK')	text/css	etag:W/%2215e68-62fea362-982642b9a6358a95;br%22	https://www.falker.com.br/css/animate.css	F:/falker/Falker/www.falker.com.br/css/animate.css	(from https://www.falker.com.br/es)
00:09:39	7332/7332	---MCZ	200	added ('OK')	text/css	etag:W/%221ca4-62fea362-782135305d49d03e;br%22	https://www.falker.com.br/css/magnific-popup.css	F:/falker/Falker/www.falker.com.br/css/magnific-popup.css	(from https://www.falker.com.br/es)
00:09:40	22055/22055	---MCZ	200	added ('OK')	text/css	etag:W/%225627-6883c36c-6b7056bf9f233eb3;br%22	https://www.falker.com.br/css/custom.css	F:/falker/Falker/www.falker.com.br/css/custom.css	(from https://www.falker.com.br/es)
00:09:40	17190/17190	---MCZ	200	added ('OK')	text/css	etag:W/%224326-63078b24-9974452d66ae96cb;br%22	https://www.falker.com.br/css/datepicker/bootstrap-datepicker.css	F:/falker/Falker/www.falker.com.br/css/datepicker/bootstrap-datepicker.css	(from https://www.falker.com.br/es)
00:09:40	16056/16056	---MCZ	200	added ('OK')	text/css	etag:W/%223eb8-63078b24-c601393bcf575cbe;br%22	https://www.falker.com.br/css/trix/trix.css	F:/falker/Falker/www.falker.com.br/css/trix/trix.css	(from https://www.falker.com.br/es)
00:09:40	2686/2686	---MCZ	200	added ('OK')	text/css	etag:W/%22a7e-68376338-96809fedb6b15711;br%22	https://www.falker.com.br/falker/font-icons/style.css	F:/falker/Falker/www.falker.com.br/falker/font-icons/style.css	(from https://www.falker.com.br/es)
00:09:40	3258/3258	---MCZ	200	added ('OK')	text/css	etag:W/%22cba-68cd7663-d3a02740e25ffd4b;br%22	https://www.falker.com.br/css/whatsapp.css	F:/falker/Falker/www.falker.com.br/css/whatsapp.css	(from https://www.falker.com.br/es)
00:09:41	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2026%20Mar%202026%2006:09:02%20GMT	http://connect.facebook.net/pt_BR/sdk.js	F:/falker/Falker/connect.facebook.net/pt_BR/sdk.e.delayed	(from https://www.falker.com.br/es)
00:09:41	12466/12466	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d6ccaec5f3cab877dc60d1e11a69798f%22	https://connect.facebook.net/pt_BR/sdk.js	F:/falker/Falker/connect.facebook.net/pt_BR/sdk.js	(from https://www.falker.com.br/es)
00:09:42	144706/144706	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:03%20GMT	https://www.falker.com.br/es/agricultura_de_precision	F:/falker/Falker/www.falker.com.br/es/agricultura_de_precision.html	(from https://www.falker.com.br/es)
00:09:42	146050/146050	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:04%20GMT	https://www.falker.com.br/es/compactacion_del_suelo	F:/falker/Falker/www.falker.com.br/es/compactacion_del_suelo.html	(from https://www.falker.com.br/es)
00:09:43	142237/142237	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:04%20GMT	https://www.falker.com.br/es/manejo_de_fertilizacion	F:/falker/Falker/www.falker.com.br/es/manejo_de_fertilizacion.html	(from https://www.falker.com.br/es)
00:09:43	138990/138990	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:04%20GMT	https://www.falker.com.br/es/control_de_humedad	F:/falker/Falker/www.falker.com.br/es/control_de_humedad.html	(from https://www.falker.com.br/es)
00:09:43	3256/3256	---M--	200	added ('OK')	image/webp	etag:%22cb8-6308b77a-858a1a0d03589e85;;;%22	https://www.falker.com.br/images/logo.webp	F:/falker/Falker/www.falker.com.br/images/logo.webp	(from https://www.falker.com.br/es)
00:09:43	6180/6180	---M--	200	added ('OK')	image/webp	etag:%221824-6308b77a-a21f69f5a378890e;;;%22	https://www.falker.com.br/images/logo@2x.webp	F:/falker/Falker/www.falker.com.br/images/logo@2x.webp	(from https://www.falker.com.br/es)
00:09:43	508/508	---M--	200	added ('OK')	image/webp	etag:%221fc-6308b77a-6f391bd4a68488e9;;;%22	https://www.falker.com.br/images/apps/cmp_50x50.webp	F:/falker/Falker/www.falker.com.br/images/apps/cmp_50x50.webp	(from https://www.falker.com.br/es)
00:09:44	628/628	---M--	200	added ('OK')	image/webp	etag:%22274-6308b77a-69b486c461a8e924;;;%22	https://www.falker.com.br/images/apps/fmp_50x50.webp	F:/falker/Falker/www.falker.com.br/images/apps/fmp_50x50.webp	(from https://www.falker.com.br/es)
00:09:44	878/878	---M--	200	added ('OK')	image/webp	etag:%2236e-6308b77a-60428558071ca090;;;%22	https://www.falker.com.br/images/apps/leaf_50x50.webp	F:/falker/Falker/www.falker.com.br/images/apps/leaf_50x50.webp	(from https://www.falker.com.br/es)
00:09:44	876/876	---M--	200	added ('OK')	image/webp	etag:%2236c-6491afdb-fc09c914b4f96c1;;;%22	https://www.falker.com.br/images/apps/hfm.webp	F:/falker/Falker/www.falker.com.br/images/apps/hfm.webp	(from https://www.falker.com.br/es)
00:09:44	810/810	---M--	200	added ('OK')	image/webp	etag:%2232a-680f7c4d-bef15c0dc4b40def;;;%22	https://www.falker.com.br/images/apps/sfx_on.webp	F:/falker/Falker/www.falker.com.br/images/apps/sfx_on.webp	(from https://www.falker.com.br/es)
00:09:45	207767/207767	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:06%20GMT	https://www.falker.com.br/es/kit_ap	F:/falker/Falker/www.falker.com.br/es/kit_ap.html	(from https://www.falker.com.br/es)
00:09:45	215881/215881	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:06%20GMT	https://www.falker.com.br/es/solodrill	F:/falker/Falker/www.falker.com.br/es/solodrill.html	(from https://www.falker.com.br/es)
00:09:45	203274/203274	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:07%20GMT	https://www.falker.com.br/es/fieldbox	F:/falker/Falker/www.falker.com.br/es/fieldbox.html	(from https://www.falker.com.br/es)
00:09:46	212798/212798	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:07%20GMT	https://www.falker.com.br/es/falkermap	F:/falker/Falker/www.falker.com.br/es/falkermap.html	(from https://www.falker.com.br/es)
00:09:46	205850/205850	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:07%20GMT	https://www.falker.com.br/es/terram	F:/falker/Falker/www.falker.com.br/es/terram.html	(from https://www.falker.com.br/es)
00:09:46	212104/212104	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:08%20GMT	https://www.falker.com.br/es/penetrolog	F:/falker/Falker/www.falker.com.br/es/penetrolog.html	(from https://www.falker.com.br/es)
00:09:46	206873/206873	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:08%20GMT	https://www.falker.com.br/es/solostar	F:/falker/Falker/www.falker.com.br/es/solostar.html	(from https://www.falker.com.br/es)
00:09:47	243733/243733	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:08%20GMT	https://www.falker.com.br/es/clorofilog	F:/falker/Falker/www.falker.com.br/es/clorofilog.html	(from https://www.falker.com.br/es)
00:09:47	204133/204133	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:08%20GMT	https://www.falker.com.br/es/flexum	F:/falker/Falker/www.falker.com.br/es/flexum.html	(from https://www.falker.com.br/es)
00:09:47	209593/209593	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:09%20GMT	https://www.falker.com.br/es/hidrofarm	F:/falker/Falker/www.falker.com.br/es/hidrofarm.html	(from https://www.falker.com.br/es)
00:09:47	209130/209130	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:09%20GMT	https://www.falker.com.br/es/soloflux	F:/falker/Falker/www.falker.com.br/es/soloflux.html	(from https://www.falker.com.br/es)
00:09:48	209697/209697	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:09%20GMT	https://www.falker.com.br/es/apoyo	F:/falker/Falker/www.falker.com.br/es/apoyo.html	(from https://www.falker.com.br/es)
00:09:48	198916/198916	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:09%20GMT	https://www.falker.com.br/es/presupuestos	F:/falker/Falker/www.falker.com.br/es/presupuestos.html	(from https://www.falker.com.br/es)
00:09:48	162962/162962	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:10%20GMT	https://www.falker.com.br/es/institucional	F:/falker/Falker/www.falker.com.br/es/institucional.html	(from https://www.falker.com.br/es)
00:09:49	153987/153987	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Mar%202026%2006:09:10%20GMT	https://www.falker.com.br/es/blog	F:/falker/Falker/www.falker.com.br/es/blog.html	(from https://www.falker.com.br/es)
00:09:49	237410/237410	---M--	200	added ('OK')	image/webp	etag:%2239f62-6932c031-988e991d630650b7;;;%22	https://www.falker.com.br/images/banners/PC/banner_institucional_web_es.webp	F:/falker/Falker/www.falker.com.br/images/banners/PC/banner_institucional_web_es.webp	(from https://www.falker.com.br/es)
00:09:49	862/862	---MC-	302	error ('Found')	text/html	date:Thu,%2026%20Mar%202026%2006:09:10%20GMT	https://www.falker.com.br/	F:/falker/Falker/www.falker.com.br/index.html	(from https://www.falker.com.br/es)
